Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	stationaryDist[1]	stationaryDist[2]	tree_length
3276	-31.99705	-48.62173	16.62468	0.115252	0.122493	0.0562914	0.00472089	0.148687	0.026533	0.0556443	0.0192224	0.0738304	0.0490679	0.0674704	0.0950509	0.0253771	0.0129318	0.0554038	0.0800093	0.0684667	0.0205967	0.00774957	0.159972	0.0143488	2.61893	0.460358	1.342916	0.6570845	0.184748	0.438843	0.773405	1.29298	2.27872	5.41278	1.221092	0.4892969	1.896295	0.0901027	0.0957636	0.0440079	0.00369074	0.116241	0.0207432	0.0435021	0.0150278	0.0577198	0.0383607	0.0527475	0.0743097	0.0198395	0.0101099	0.0433141	0.0625503	0.0535265	0.0161022	0.00605852	0.125064	0.0112177	0.328542	0.671458	1.279119
3312	-32.71934	-51.2606	18.54126	0.19639	0.0912006	0.0107574	0.0170659	0.0374498	7.71268e-05	0.0197767	0.124113	0.079819	0.0143017	0.0140131	0.0620038	0.0406416	0.0487978	0.105892	0.0452826	0.0165619	0.0915513	0.0193475	0.00522922	0.00240896	0.711868	1.09604	1.329918	0.6700822	0.129605	0.369168	0.732794	1.36464	2.70879	7.71573	1.477418	0.5038524	0.2164961	0.188351	0.0874674	0.010317	0.0163673	0.0359168	7.39697e-05	0.0189671	0.119033	0.0765517	0.0137162	0.0134394	0.0594657	0.038978	0.0468003	0.101557	0.043429	0.015884	0.0878037	0.0185555	0.00501517	0.00231035	0.335041	0.664959	1.042681
3348	-29.42768	-45.40593	15.97824	0.0300052	0.0399135	0.004734	0.0154253	0.0472146	0.000215248	0.00725195	0.03431	0.0162901	0.00878283	0.0167778	0.0292317	0.0475455	0.00416018	0.0903574	0.0903125	0.00099584	0.0374614	0.0410027	0.0515237	0.00174089	2.44402	0.518661	0.6714301	1.32857	0.168922	0.420088	0.762938	1.31072	2.38046	5.91991	1.285849	1.978717	1.570724	0.0487689	0.0648734	0.0076944	0.0250715	0.0767402	0.000349853	0.0117869	0.0557658	0.0264771	0.0142752	0.0272698	0.0475117	0.0772781	0.00676174	0.146862	0.146789	0.00161859	0.0608878	0.0666437	0.083744	0.00282955	0.664285	0.335715	0.6152525
3384	-31.00823	-46.97482	15.96659	0.103997	0.163097	0.0283372	0.0136973	0.0757499	0.250122	0.0275481	0.0929038	0.0482399	0.0100929	0.0205294	0.417344	0.198788	0.00780094	0.0539114	0.0488411	0.0747687	0.132795	0.108398	0.132593	0.00140108	0.0647344	1.31176	0.2496878	1.750312	0.511096	0.720835	0.902916	1.10752	1.38728	1.95658	0.4853225	7.010003	0.01644981	0.0517152	0.0811044	0.0140914	0.00681136	0.0376686	0.12438	0.013699	0.0461988	0.0239885	0.00501896	0.0102087	0.207535	0.0988526	0.00387922	0.0268088	0.0242875	0.0371807	0.0660358	0.0539038	0.0659353	0.000696721	0.875156	0.124844	2.010957
3420	-29.00854	-46.7309	17.72236	0.0161528	0.377725	0.0210596	0.0897078	0.101156	0.0341451	0.0882068	0.0580559	0.0151608	0.0116682	0.0440355	0.043011	0.0688785	0.0323414	0.156545	0.132555	0.125964	0.0752125	0.0479484	0.115744	0.00162076	1.75679	0.747737	1.265899	0.7341005	0.566004	0.757617	0.917045	1.09046	1.31993	1.76677	0.4115373	0.5799043	0.7831592	0.00974882	0.227972	0.0127103	0.0541421	0.0610515	0.0206079	0.0532362	0.035039	0.00915015	0.00704222	0.0265771	0.0259588	0.0415708	0.0195193	0.0944809	0.0800023	0.0760242	0.0453937	0.0289387	0.0698562	0.000978191	0.36705	0.63295	1.656894
3456	-34.35061	-49.95362	15.60302	0.0367395	0.0969164	0.0173302	0.0406328	0.083045	0.0179301	0.00826649	0.0177352	0.00888173	0.0218502	0.0289592	0.044516	0.0137311	0.0459115	0.0412253	0.102742	0.140422	0.0116082	0.00268015	0.0208705	0.00540061	0.955785	1.01474	0.213017	1.786983	0.229393	0.4877	0.799299	1.2511	2.05044	4.35934	1.064588	8.388922	0.3139676	0.0455037	0.120036	0.0214644	0.0503258	0.102856	0.0222073	0.0102385	0.0219659	0.0110005	0.0270626	0.0358675	0.0551354	0.0170067	0.0568638	0.0510597	0.127252	0.17392	0.0143774	0.0033195	0.0258492	0.00668894	0.893491	0.106509	0.8073944
3492	-30.49485	-48.02993	17.53508	0.0230632	0.0410534	0.00357918	0.00416475	0.0894021	0.0158257	0.01053	0.060218	0.00431673	0.0429592	0.0505149	0.0556762	0.0609388	0.0974898	0.108268	0.0168536	0.034101	0.00963829	0.00809491	0.0865931	0.00751214	0.542421	1.15253	0.6268747	1.373125	0.148619	0.394656	0.748217	1.33651	2.53385	6.7286	1.378434	2.19043	0.1568788	0.0277605	0.0494147	0.00430815	0.00501298	0.107611	0.0190489	0.0126747	0.0724826	0.00519591	0.0517087	0.0608033	0.0670157	0.0733501	0.117346	0.130319	0.0202861	0.0410463	0.0116013	0.0097436	0.104229	0.00904214	0.686563	0.313437	0.830793
3528	-28.26083	-46.72465	18.46383	0.168008	0.125095	0.0502139	0.0464052	0.0720118	0.0193142	0.000678536	0.078575	0.00174406	0.111098	0.0731512	0.0844096	0.0572064	0.141224	0.169138	0.0110189	0.0486411	0.00639473	0.0403087	0.0625765	0.0233602	0.483928	1.17202	0.9210027	1.078997	0.428462	0.661428	0.87901	1.13764	1.51188	2.33393	0.6128387	1.171546	0.137633	0.12082	0.0899591	0.0361102	0.0333713	0.0517857	0.0138894	0.000487954	0.0565055	0.0012542	0.0798936	0.0526051	0.0607013	0.0411387	0.101558	0.121632	0.00792398	0.0349791	0.00459863	0.0289871	0.0450005	0.016799	0.539499	0.460501	1.390573
3564	-29.30528	-47.45572	18.15044	0.110796	0.03642	0.0649362	0.0984684	0.0546231	0.0260405	2.77911e-05	0.0191611	0.0209316	0.0139091	0.0557092	0.0176238	0.0066972	0.0929309	0.0617203	0.0261585	0.0062014	0.122194	0.0105972	0.185374	0.0581871	0.665605	1.11146	0.8005963	1.199404	0.322934	0.576227	0.841995	1.18766	1.73543	3.09661	0.8172895	1.498138	0.1996179	0.101769	0.0334525	0.0596452	0.0904452	0.0501725	0.0239187	2.55267e-05	0.0175998	0.0192261	0.0127758	0.05117	0.0161879	0.00615151	0.0853589	0.0566913	0.0240271	0.00569611	0.112237	0.00973373	0.17027	0.053446	0.599702	0.400298	1.088708
3600	-34.71415	-50.51052	15.79637	0.696254	0.0521427	0.0880547	0.186862	0.142884	0.0787384	0.0299876	0.000504466	0.194145	0.0247185	0.148486	0.220094	0.111612	0.305483	0.172299	0.138097	0.0130339	0.0220557	0.111308	0.160535	0.0269088	1.60486	0.79838	1.020825	0.9791746	0.935694	0.968104	0.989938	1.01016	1.03295	1.06873	0.04806024	0.9591989	0.6700475	0.2381	0.0178314	0.0301124	0.0639017	0.0488625	0.0269265	0.010255	0.000172514	0.0663923	0.00845309	0.0507781	0.0752662	0.0381684	0.104467	0.0589219	0.0472256	0.00445725	0.00754248	0.0380643	0.0548986	0.00920209	0.489587	0.510413	2.924202
3636	-27.63091	-44.73223	17.10132	0.0694974	0.0620166	0.0381933	0.0113675	0.144812	0.0554809	0.0566487	0.00224743	0.0382862	0.00680125	0.103204	0.0260615	0.0986108	0.0137247	0.0677372	0.0620705	0.0321723	0.162808	0.0242914	0.22198	0.0383419	1.87396	0.708679	1.003558	0.9964416	0.310687	0.565464	0.837057	1.19466	1.76846	3.21867	0.8452455	0.9929084	0.8814344	0.0520052	0.0464073	0.0285803	0.00850637	0.108364	0.0415166	0.0423905	0.00168176	0.0286497	0.00508941	0.0772278	0.0195019	0.0737909	0.0102703	0.0506881	0.0464476	0.0240747	0.12183	0.0181774	0.166109	0.0286914	0.498221	0.501779	1.336354
3672	-36.69635	-50.93056	14.23421	0.199944	0.174008	0.0969375	0.00252698	0.525379	0.108516	0.0741233	0.106759	0.107968	0.0359003	0.0145019	0.154458	0.367223	0.163581	0.0105232	0.126558	0.151875	0.0317045	0.0999541	0.0494396	0.0571637	2.49965	0.500116	0.6140683	1.385932	0.775541	0.883405	0.962062	1.03943	1.13198	1.28942	0.1838002	2.256967	1.66605	0.0751938	0.06544	0.0364558	0.000950334	0.197582	0.0408103	0.0278759	0.0401492	0.040604	0.0135012	0.00545381	0.0580877	0.138104	0.0615186	0.00395753	0.0475954	0.0571164	0.0119233	0.0375903	0.018593	0.0214978	0.692966	0.307034	2.659043
3708	-33.45481	-51.49951	18.0447	0.0185189	0.0596939	0.0316363	0.0040861	0.0628641	0.123841	0.0306697	0.154173	0.0932418	0.00307765	0.00925231	0.21808	0.0441959	0.0106342	0.044343	0.00124799	0.0437717	0.0217984	0.210017	0.0789281	0.00936297	1.09506	0.968314	1.15346	0.84654	0.250069	0.508665	0.809864	1.23478	1.96593	3.9989	1.002188	0.7339137	0.3769636	0.0145425	0.0468764	0.0248433	0.00320872	0.0493658	0.0972493	0.0240842	0.121069	0.0732207	0.00241681	0.00726564	0.171254	0.0347061	0.00835079	0.0348216	0.000980021	0.034373	0.0171178	0.164922	0.0619805	0.00735254	0.42327	0.57673	1.273434
3744	-29.4076	-46.71297	17.30536	0.0202822	0.0388983	0.00259553	0.00301197	0.0107816	0.0152332	0.0196348	0.0204646	0.0089686	0.00113639	0.0344983	0.00331024	0.0102978	0.00105522	0.00378336	0.00474492	0.048367	0.0119722	0.00757921	0.0098011	0.0183282	1.30714	0.897621	1.098687	0.901313	0.0691087	0.271667	0.665932	1.50165	3.68097	14.47	1.932094	0.8203546	0.4854079	0.0688127	0.131973	0.00880603	0.0102189	0.0365795	0.0516827	0.0666163	0.0694315	0.0304284	0.0038555	0.117045	0.0112309	0.034938	0.00358013	0.012836	0.0160984	0.164098	0.040619	0.0257145	0.0332528	0.0621835	0.450656	0.549344	0.2947447
3780	-32.79494	-47.30351	14.50857	0.045447	0.204989	0.0077894	0.00115049	0.0560827	0.0124662	0.0177341	0.0727927	0.0622933	0.0146512	0.0334977	0.107148	0.0221849	0.00998199	0.0697008	0.0399358	0.0215579	0.0610191	0.0880167	0.0125152	0.0598173	3.27553	0.241491	0.4050886	1.594911	0.68851	0.833582	0.944795	1.05843	1.19964	1.45241	0.2698672	3.937192	4.521256	0.0445222	0.200818	0.0076309	0.00112708	0.0549415	0.0122125	0.0173733	0.0713115	0.0610257	0.014353	0.032816	0.104968	0.0217334	0.00977887	0.0682825	0.0391232	0.0211192	0.0597774	0.0862256	0.0122605	0.0586001	0.797456	0.202544	1.020772
3816	-37.50024	-47.90185	10.40161	0.0101274	0.037501	0.0246884	0.0012088	0.0136831	0.0220042	0.0105546	0.0141417	0.14414	0.0548127	0.160372	0.0494413	0.179253	0.067694	0.244133	0.0163851	0.041637	0.0429064	0.0907058	0.0142686	0.244695	3.82332	0.0588948	0.6781013	1.321899	0.0449343	0.220221	0.623712	1.6033	4.54089	22.2547	2.243359	1.949412	21.63924	0.00682277	0.0252642	0.0166325	0.000814362	0.00921821	0.0148241	0.0071106	0.00952718	0.0971062	0.036927	0.108042	0.0333083	0.120762	0.0456051	0.164471	0.0110385	0.0280506	0.0289058	0.061108	0.00961267	0.16485	0.660949	0.339051	1.484353
3852	-26.66088	-45.93297	19.27208	0.0501758	0.185808	0.0356245	0.0255662	0.0931226	0.00849504	0.00465979	0.133893	0.0158266	0.0118298	0.0174455	0.032163	0.101633	0.179278	0.082731	0.0527828	0.045343	0.00184892	0.223406	0.0219053	0.0250504	0.241538	1.25282	1.447673	0.552327	0.195996	0.451676	0.780391	1.28141	2.21398	5.10215	1.178358	0.3815274	0.06426508	0.0372062	0.13778	0.0264161	0.0189577	0.0690519	0.00629921	0.00345531	0.099284	0.0117357	0.008772	0.0129361	0.0238494	0.0753623	0.132938	0.0613464	0.0391393	0.0336226	0.001371	0.165659	0.0162431	0.0185753	0.276163	0.723837	1.348588
3888	-32.16199	-52.16702	20.00503	0.00849229	0.0414018	0.0220304	0.00921915	0.187567	0.00698238	0.000497322	0.0153614	0.00159086	0.0855079	0.0393631	0.0362233	0.023235	0.112166	0.134127	0.0345304	0.00483436	0.0636707	0.0313127	0.0384018	0.00612096	0.772126	1.07596	1.390743	0.6092575	0.758219	0.873727	0.958761	1.04301	1.14452	1.31888	0.2001329	0.4380807	0.2392058	0.00940832	0.0458676	0.0244067	0.0102136	0.207799	0.00773554	0.000550966	0.0170184	0.00176246	0.0947313	0.043609	0.0401306	0.0257412	0.124265	0.148595	0.0382551	0.00535583	0.0705386	0.0346903	0.0425441	0.0067812	0.304629	0.695371	0.9026362
3924	-28.13076	-47.96847	19.8377	0.154086	0.0505804	0.0319693	0.0207405	0.0333834	0.0063935	0.0188896	0.0166858	0.0516704	0.00415236	0.0602015	0.0414663	0.087507	0.299094	0.170061	0.000913651	0.0148031	0.105761	0.0861982	0.0543205	0.00442825	0.79364	1.06879	1.815981	0.1840193	0.333959	0.585739	0.846307	1.1816	1.70725	2.99438	0.7930162	0.1013333	0.2475204	0.117327	0.0385138	0.0243426	0.0157926	0.0254194	0.00486825	0.0143833	0.0127052	0.0393438	0.00316176	0.0458397	0.031574	0.0666311	0.227741	0.129491	0.000695688	0.0112716	0.0805302	0.0656346	0.0413617	0.00337184	0.0920096	0.90799	1.313305
3960	-33.88623	-49.27043	15.3842	0.309178	0.183802	0.0485606	0.0100968	0.053913	0.0138865	0.011989	0.0532775	0.0630432	0.117463	0.067619	0.0670584	0.196139	0.171178	0.193953	0.112959	0.285547	0.0543973	0.0162113	0.00353117	0.0748336	0.739002	1.087	0.2850467	1.714953	0.612382	0.787282	0.9281	1.07747	1.27019	1.63297	0.3545923	6.016393	0.2266183	0.146624	0.0871665	0.0230294	0.00478831	0.0255677	0.00658554	0.00568568	0.0252663	0.0298976	0.0557057	0.0320676	0.0318018	0.0930169	0.0811794	0.0919804	0.0535696	0.135418	0.0257974	0.00768806	0.00167462	0.0354891	0.857477	0.142523	2.108635
3996	-28.99138	-46.7887	17.79732	0.0693925	0.357586	0.0363436	0.010196	0.0407892	0.0189603	0.00636418	0.0433117	0.219589	0.0279284	0.0832763	0.131419	0.0449329	0.0879842	0.0301725	0.0568596	0.349977	0.0817011	0.00456411	0.00760091	0.0471353	0.912572	1.02914	1.253322	0.7466782	0.261769	0.520136	0.815518	1.22621	1.92257	3.82017	0.969125	0.5957594	0.2955769	0.0395155	0.203627	0.0206958	0.00580613	0.0232274	0.0107969	0.00362408	0.0246638	0.125045	0.0159038	0.0474216	0.0748362	0.025587	0.0501025	0.0171817	0.0323787	0.199294	0.0465246	0.00259903	0.00432833	0.0268411	0.373339	0.626661	1.756084
4032	-31.09201	-48.42688	17.33488	0.0359298	0.0250256	0.011222	0.0183361	0.0303685	0.0102244	0.0155565	0.0160611	0.016392	0.00157618	0.0472973	0.0325824	0.00521286	0.0408393	0.0446026	0.0227173	0.0176888	0.0915738	0.0667486	0.00167155	0.00431494	1.01187	0.996043	0.6478967	1.352103	0.166315	0.416914	0.761134	1.31383	2.39858	6.01269	1.297094	2.086912	0.3386299	0.0646286	0.0450149	0.0201856	0.0329821	0.0546253	0.0183911	0.0279822	0.0288899	0.0294852	0.00283515	0.0850759	0.0586076	0.00937663	0.0734597	0.080229	0.0408627	0.0318177	0.164718	0.120064	0.0030067	0.0077615	0.676052	0.323948	0.5559418
4068	-29.05826	-45.64828	16.59002	0.357595	0.156494	0.0130293	0.0378786	0.0654433	0.0486807	0.0256065	0.0538937	0.00748758	0.0114676	0.127739	0.0433713	0.00343425	0.0298321	0.31846	0.013174	0.0176079	0.0910038	0.0693974	0.0186282	0.0648841	2.41337	0.528875	0.7839508	1.216049	0.989566	0.994897	0.998405	1.0016	1.00513	1.01054	0.007584452	1.55118	1.521074	0.227029	0.0993546	0.00827201	0.0240483	0.0415484	0.0309063	0.016257	0.0342158	0.00475369	0.00728051	0.0810988	0.0275355	0.00218032	0.0189397	0.202183	0.00836384	0.0111788	0.0577762	0.0440588	0.0118266	0.0411934	0.608025	0.391975	1.575109
4104	-28.94046	-47.77006	18.82959	0.0464397	0.0863001	0.035403	0.156526	0.0384729	0.0212683	0.0108109	0.0348987	0.00431139	0.0216047	0.0145462	0.0920124	0.0298488	0.129123	0.3379	0.0254399	0.0715629	0.0296866	0.0599186	0.0207451	0.0128248	0.444376	1.18521	1.407432	0.5925678	0.151147	0.397916	0.75014	1.33308	2.51309	6.61606	1.366239	0.4210276	0.1249783	0.0362911	0.0674407	0.0276663	0.12232	0.0300653	0.0166205	0.00844838	0.0272722	0.00336921	0.0168834	0.0113674	0.0719047	0.0233258	0.100906	0.264057	0.0198805	0.055924	0.0231991	0.0468244	0.0162116	0.0100222	0.296284	0.703716	1.279644
4140	-32.92643	-50.71264	17.78621	0.156018	0.0867177	0.0340609	0.0364338	0.116616	0.0538317	0.0371236	0.0413406	0.0103629	0.0196312	0.0244112	0.0968658	0.00143009	0.0248762	0.38741	0.301759	0.119261	0.104204	0.0186066	0.035322	0.00999855	0.0959499	1.30135	0.6623539	1.337646	0.357399	0.605441	0.855087	1.16947	1.65169	2.79799	0.7439677	2.019534	0.02457701	0.0909047	0.0505266	0.0198458	0.0212283	0.0679469	0.0313653	0.0216303	0.0240873	0.00603801	0.0114382	0.0142233	0.0564394	0.000833252	0.0144943	0.225727	0.175822	0.069488	0.0607148	0.0108412	0.0205806	0.00582571	0.668823	0.331177	1.716281
4176	-40.35432	-57.39617	17.04185	0.0646891	0.0730442	0.0147291	0.0436267	0.0305522	0.007865	0.000532453	0.0074808	0.00651721	0.00119636	0.0424957	0.110623	0.02202	0.00161812	0.00807838	0.0500178	0.0171962	0.0235094	0.00894596	0.0167534	0.0241372	1.89842	0.700525	0.8011899	1.19881	0.209641	0.466748	0.788424	1.26835	2.14248	4.77006	1.129693	1.496287	0.9033332	0.11238	0.126895	0.0255878	0.0757897	0.0530763	0.0136633	0.000924994	0.0129959	0.0113219	0.00207836	0.0738249	0.192178	0.0382538	0.00281105	0.014034	0.0868925	0.0298738	0.0408413	0.0155412	0.0291046	0.0419319	0.599405	0.400595	0.575628
4212	-35.58839	-50.72514	15.13675	0.495971	0.191745	0.0256601	0.0437874	0.0354183	0.00744681	0.00233416	0.0433868	0.0205624	0.00671979	0.121199	0.0193957	0.00530836	0.00392923	0.0876558	0.0718732	0.0665658	0.270339	0.143071	0.169572	0.0334969	0.190609	1.2698	0.2557897	1.74421	0.135124	0.376752	0.737458	1.35601	2.65426	7.40062	1.447268	6.818923	0.05003663	0.265874	0.102788	0.0137555	0.023473	0.0189866	0.00399199	0.00125127	0.0232582	0.0110228	0.00360226	0.0649707	0.0103974	0.00284564	0.00210633	0.0469894	0.0385289	0.0356838	0.14492	0.0766957	0.090902	0.0179566	0.872105	0.127895	1.865436
4248	-31.7954	-49.90723	18.11184	0.0318219	0.0339149	0.000614899	0.0348954	0.180013	0.014169	0.0334749	0.370976	0.0213997	0.013939	0.0409411	0.0448329	0.044355	0.00540121	0.00689803	0.0128548	0.131586	0.506072	0.0562005	0.0121445	0.0603671	0.9631	1.0123	1.215879	0.7841207	0.392874	0.63404	0.867489	1.15275	1.57719	2.54534	0.675538	0.6449002	0.3171327	0.019206	0.0204692	0.00037112	0.021061	0.108646	0.00855169	0.0202037	0.223901	0.0129157	0.00841283	0.0247099	0.0270588	0.0267703	0.00325988	0.00416328	0.00775849	0.0794181	0.305438	0.0339196	0.00732981	0.0364344	0.39206	0.60794	1.656872
4284	-35.1687	-52.45353	17.28483	0.00700405	0.021155	0.0046985	0.00722891	0.0094947	0.0015803	0.00176238	0.000345608	0.000859784	0.00165916	0.00258279	0.0088207	0.00719121	0.00417525	0.00181713	6.32441e-05	0.00375261	0.0137756	0.00399771	0.00257986	0.000830593	0.473484	1.17551	1.49514	0.5048601	0.0182589	0.141944	0.543846	1.83875	7.04503	54.7677	2.894517	0.3376675	0.1342641	0.0664678	0.200759	0.0445884	0.0686017	0.0901039	0.0149969	0.0167248	0.00327979	0.00815927	0.0157453	0.0245104	0.0837077	0.0682439	0.0396227	0.0172444	0.000600181	0.035612	0.130729	0.0379379	0.0244826	0.00788226	0.25243	0.74757	0.1053751
4320	-29.04408	-46.0296	16.98552	0.0446804	0.0224067	0.0090119	0.0054506	0.097974	0.00732506	0.0326519	0.0373298	0.0182431	0.000531411	0.035415	0.038874	0.0941055	0.0519401	0.00286394	0.0260734	0.0221513	0.0366757	0.0584174	0.0164154	0.0211924	2.26502	0.578328	0.5392688	1.460731	0.906596	0.953302	0.985191	1.01503	1.04899	1.10303	0.0709027	2.708725	1.305498	0.0657327	0.0329642	0.0132581	0.00801879	0.144137	0.0107764	0.0480366	0.0549186	0.0268387	0.000781798	0.0521017	0.0571905	0.138446	0.0764129	0.00421335	0.0383585	0.0325885	0.0539564	0.0859421	0.02415	0.0311777	0.730366	0.269634	0.6797291
4356	-30.25385	-48.89304	18.63919	0.0674907	0.0356707	0.057115	0.0181333	0.0642847	0.0382398	0.00479073	0.0155326	0.019117	0.000240268	0.146139	0.166343	0.03065	0.0696655	0.00545381	0.0629642	0.122326	0.059903	0.117673	0.0146798	0.00466032	1.45061	0.849796	1.222313	0.7776866	0.589848	0.773017	0.92282	1.08363	1.29363	1.69535	0.3817016	0.6362415	0.5690047	0.060202	0.0318184	0.0509468	0.016175	0.0573422	0.03411	0.00427335	0.0138552	0.0170524	0.00021432	0.130356	0.148379	0.0273399	0.0621419	0.00486482	0.0561643	0.109115	0.0534337	0.104965	0.0130944	0.00415702	0.388843	0.611157	1.121071
4392	-29.97398	-48.13386	18.15989	0.0447311	0.233577	0.00113948	0.0598987	0.0280199	0.0305048	0.0302533	0.0961631	0.0410223	0.00727812	0.0143952	0.268441	0.0666783	0.0314776	0.00307402	0.02295	0.0245115	0.0555555	0.357632	0.171586	0.0210393	1.21397	0.928677	1.043545	0.9564553	0.841117	0.919078	0.974017	1.02668	1.08805	1.1889	0.1251088	0.9165447	0.4357349	0.0277846	0.145085	0.000707781	0.0372059	0.0174045	0.0189479	0.0187917	0.0597314	0.0254808	0.00452077	0.00894152	0.166741	0.041417	0.0195522	0.00190942	0.0142553	0.0152252	0.0345081	0.222142	0.10658	0.0130685	0.478228	0.521772	1.609927
4428	-28.57856	-45.61995	17.04139	0.033722	0.168926	0.0273146	0.0382157	0.0151904	0.0088574	0.00596195	0.0603426	0.0172082	0.0080287	0.198427	0.021739	0.0285093	0.0202835	0.0127446	0.0396226	0.00460419	0.0382905	0.0724009	0.00647118	0.0265955	3.20495	0.265015	1.674999	0.3250009	0.26586	0.524085	0.817445	1.22332	1.90809	3.76138	0.9579117	0.1940305	4.031157	0.0395122	0.197931	0.0320046	0.0447776	0.0177987	0.0103783	0.00698566	0.0707038	0.0201629	0.00940728	0.232499	0.0254718	0.0334045	0.0237663	0.014933	0.0464261	0.00539476	0.0448652	0.0848326	0.00758233	0.0311621	0.1625	0.8375	0.853456
4464	-38.31555	-54.31309	15.99754	0.109802	0.282283	0.184047	0.0927585	0.141119	0.0443187	0.0234109	0.0651632	0.0149205	0.0839844	0.057526	0.0160716	0.104745	0.0254529	0.00142776	0.0483914	0.0067177	0.0537583	0.0554991	0.0193928	0.0833892	2.81651	0.394497	1.078099	0.9219015	0.340288	0.591127	0.848728	1.17823	1.69169	2.93869	0.7794414	0.855118	2.379834	0.0725157	0.186427	0.121549	0.0612599	0.0931982	0.0292691	0.0154611	0.0430353	0.00985384	0.0554653	0.0379916	0.0106141	0.0691762	0.0168097	0.00094293	0.0319588	0.00443653	0.0355033	0.0366529	0.0128075	0.0550722	0.460951	0.539049	1.51418
4500	-31.47745	-48.58809	17.11064	0.118025	0.208102	0.15444	0.040437	0.0690856	0.040535	0.0423068	0.00516253	0.126391	0.0306954	0.0329724	0.0963458	0.0420736	0.00924328	0.00152938	0.419693	0.013299	0.0329553	0.0429608	0.00468009	0.00180161	2.15047	0.616512	0.9514247	1.048575	0.761562	0.875603	0.959403	1.04232	1.14207	1.31309	0.1969521	1.102111	1.162706	0.0770028	0.135772	0.100761	0.0263823	0.0450735	0.0264462	0.0276022	0.00336819	0.0824609	0.0200266	0.0215121	0.0628588	0.02745	0.00603059	0.000997811	0.27382	0.00867668	0.021501	0.0280289	0.00305343	0.00117542	0.524288	0.475712	1.532733
4536	-34.98426	-49.24772	14.26346	0.00551845	0.00638556	0.0128886	0.00123297	0.0044053	0.00801059	0.00188376	0.000238616	0.000210655	0.00153139	0.0149741	0.00714068	0.00633222	0.0153442	9.14351e-06	0.00255053	0.00845643	0.01016	9.52071e-05	0.00151207	0.00107659	1.99492	0.668361	0.9336831	1.066317	0.00936861	0.102513	0.49134	2.03525	9.75482	106.739	3.377014	1.142054	0.9949294	0.0501873	0.0580733	0.117215	0.0112132	0.0400638	0.072852	0.0171318	0.00217009	0.0019158	0.0139272	0.136181	0.0649407	0.0575881	0.139547	8.31554e-05	0.0231957	0.0769067	0.0923994	0.000865857	0.0137515	0.00979098	0.533158	0.466842	0.109957
4572	-31.34772	-48.45182	17.1041	0.0282865	0.0354774	0.0226324	0.0150297	0.0315326	0.00123434	0.00126452	0.0202424	0.0200569	0.0148245	0.161256	0.0442486	0.0156915	0.0338809	0.0207985	0.0839166	0.0139114	0.113595	0.0155714	0.00119067	0.00104007	2.36124	0.546254	0.9058727	1.094127	0.347399	0.597119	0.851403	1.17453	1.67471	2.87854	0.7644876	1.207816	1.440868	0.0406601	0.0509965	0.0325327	0.0216043	0.0453261	0.00177428	0.00181766	0.0290972	0.0288305	0.0213092	0.231795	0.0636046	0.0225555	0.0487017	0.0298966	0.120625	0.0199967	0.163286	0.0223829	0.00171151	0.00149503	0.547064	0.452936	0.6956823
4608	-30.05308	-50.99602	20.94295	0.0359655	0.0155283	0.0464879	0.0318496	0.143939	0.0252789	0.019494	0.111809	0.0211851	0.020797	0.106197	0.0844289	0.0519452	0.0341721	0.233336	0.152816	0.00772727	0.057932	0.0916447	0.0152612	0.0119107	0.4262	1.19127	1.906334	0.09366621	0.631314	0.799059	0.932409	1.07249	1.25147	1.584	0.3325775	0.04913421	0.1192568	0.0272527	0.0117665	0.035226	0.0241339	0.109069	0.0191549	0.0147715	0.0847225	0.0160529	0.0157588	0.0804703	0.0639756	0.0393612	0.0258938	0.176809	0.115795	0.0058553	0.0438977	0.0694433	0.0115641	0.00902528	0.0468331	0.953167	1.319705
