Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	stationaryDist[1]	stationaryDist[2]	tree_length
5652	-25.63844	-44.81129	19.17285	0.079784	0.108168	0.00327947	0.00546244	0.0218018	0.00518576	0.0265632	0.149094	0.0149957	0.00106704	0.0313154	0.0221248	0.0345921	0.0173817	0.049126	0.0772531	0.0255853	0.103867	0.0468517	0.0111754	0.0151279	0.563217	1.14559	1.091152	0.9088476	0.358785	0.606585	0.855591	1.16878	1.64857	2.78719	0.7411692	0.8329245	0.1638792	0.0938854	0.127287	0.0038591	0.0064279	0.0256552	0.00610231	0.0312581	0.175445	0.0176461	0.00125563	0.0368502	0.0260353	0.0407061	0.0204538	0.0578088	0.0909071	0.0301073	0.122225	0.0551325	0.0131506	0.0178017	0.454424	0.545576	0.8498018
5688	-28.54026	-47.79502	19.25476	0.0362861	0.0774979	0.00126564	0.0103491	0.042809	0.0242255	0.00140362	0.00347093	1.84854e-05	0.00756861	0.0365769	0.101587	0.090157	0.00963701	0.017379	0.0232849	0.0869266	0.233497	0.0349161	0.00829708	0.0445127	1.31767	0.894109	1.423291	0.5767088	0.504796	0.716488	0.901214	1.10961	1.3957	1.981	0.4942909	0.4051938	0.4912419	0.0406947	0.0869136	0.00141941	0.0116064	0.0480102	0.0271688	0.00157416	0.00389264	2.07314e-05	0.00848817	0.0410208	0.113929	0.101111	0.0108079	0.0194905	0.026114	0.0974879	0.261866	0.0391583	0.00930514	0.0499208	0.288354	0.711646	0.8916658
5724	-31.69101	-49.35056	17.65955	0.0846441	0.132792	0.0497805	0.0221996	0.0810722	0.0627611	0.0586861	0.10782	0.0175917	0.0865163	0.0326615	0.141332	0.0297907	0.0727712	0.0278035	0.379673	0.0650396	0.17375	0.0117081	0.174298	0.105992	0.149187	1.2836	1.036661	0.9633387	0.153461	0.400876	0.751876	1.33001	2.49454	6.51629	1.355252	0.9292704	0.03874178	0.0441157	0.0692099	0.0259452	0.0115702	0.0422541	0.0327105	0.0305867	0.056195	0.00916862	0.0450915	0.0170229	0.0736609	0.0155266	0.0379277	0.0144909	0.197882	0.033898	0.0905568	0.00610217	0.0908425	0.0552418	0.481669	0.518331	1.918684
5760	-29.49296	-46.14201	16.64905	0.0026825	0.0834735	0.00696201	0.00304432	0.00166171	0.0163756	0.0264323	0.0915974	0.00885885	0.0128596	0.00878573	0.0139427	0.046597	0.080178	0.00107977	0.0333228	0.00890039	0.0745714	0.0734123	0.00697455	0.00146604	2.94633	0.351222	1.751236	0.248764	0.0509795	0.234204	0.635806	1.57281	4.26979	19.6157	2.152092	0.1420505	2.796269	0.00444727	0.138389	0.0115422	0.00504714	0.00275492	0.0271488	0.0438217	0.151858	0.014687	0.0213198	0.0145657	0.0231154	0.0772525	0.132926	0.00179013	0.0552453	0.0147558	0.123631	0.121709	0.011563	0.00243052	0.124382	0.875618	0.6031785
5796	-36.48918	-50.49921	14.01003	0.00537202	0.126544	0.062206	0.0190355	0.0265302	0.0159067	0.151673	0.0772221	0.00284996	0.0360303	0.0875011	0.0527991	0.230032	0.0490026	0.0143836	0.0597689	0.128637	0.112304	0.00618465	0.0616864	0.0466441	3.44088	0.186372	0.4920467	1.507953	0.704508	0.842973	0.948102	1.05474	1.18628	1.41943	0.2532584	3.064655	6.154161	0.00391457	0.0922124	0.0453293	0.0138711	0.0193324	0.0115912	0.110524	0.0562715	0.00207676	0.0262552	0.0637617	0.0384745	0.167623	0.035708	0.0104813	0.0435534	0.0937372	0.0818356	0.00450673	0.0449507	0.0339894	0.753977	0.246023	1.372313
5832	-30.39323	-46.5925	16.19927	0.00406349	0.38608	0.00206886	0.102724	0.0700496	0.122492	0.145129	0.0134495	0.0111067	0.00681914	0.429961	0.00763208	0.0532553	0.046642	0.166855	0.0536229	0.054437	0.250393	0.078916	0.0902561	0.0303105	2.80833	0.397222	1.251596	0.7484044	0.955837	0.978212	0.993151	1.0069	1.02227	1.0462	0.03265984	0.5979602	2.356643	0.0019111	0.181577	0.000973003	0.0483118	0.0329449	0.057609	0.0682557	0.00632541	0.00522356	0.0032071	0.202214	0.00358943	0.0250464	0.0219361	0.0784733	0.0252193	0.0256022	0.117762	0.0371149	0.0424482	0.0142553	0.374202	0.625798	2.126263
5868	-35.72058	-52.11295	16.39237	0.0014392	0.148714	0.0229455	0.122456	0.0232245	0.0207645	0.00294922	0.00937152	0.0257385	0.0485551	0.171246	0.0678826	0.0186035	0.129397	0.0298454	0.0456942	0.0258337	0.0597475	0.0734178	0.0402268	0.0889459	0.848729	1.05042	0.6444477	1.355552	0.0723817	0.277868	0.670637	1.49112	3.59883	13.8156	1.898635	2.103433	0.2693289	0.00122277	0.12635	0.0194949	0.104041	0.019732	0.0176419	0.00250571	0.00796221	0.0218679	0.0412533	0.145494	0.0576743	0.0158059	0.109938	0.0253572	0.0388226	0.0219488	0.0507625	0.062377	0.0341774	0.0755701	0.677776	0.322224	1.177
5904	-35.03869	-53.331	18.29231	0.0085481	0.137812	0.00746464	0.0479192	0.0558717	0.00665222	0.00718016	0.149762	0.0101805	0.0166237	0.177456	0.027774	0.078594	0.127719	0.0733897	0.0420122	0.1595	0.0353016	0.0421921	0.0468443	0.026087	0.115513	1.29483	1.294622	0.7053782	0.0534121	0.239589	0.640332	1.56169	4.17382	18.7223	2.118387	0.5448527	0.02973694	0.00665282	0.107256	0.00580958	0.0372946	0.0434839	0.00517729	0.00558818	0.116557	0.00792332	0.0129379	0.13811	0.021616	0.0611682	0.0994014	0.0571178	0.0326973	0.124136	0.0274745	0.0328373	0.036458	0.020303	0.352689	0.647311	1.284884
5940	-26.38239	-45.9716	19.58921	0.0270075	0.128038	0.0201087	0.0235503	0.00500122	0.00310224	0.0205025	0.039767	0.0140909	0.0137119	0.0640301	0.0123686	0.302847	0.160417	0.0371247	0.0682191	0.135008	0.0265758	0.0106114	0.057708	0.00830149	1.46306	0.845647	1.742782	0.2572184	0.587341	0.771413	0.922222	1.08434	1.29632	1.70259	0.3847813	0.1475907	0.5767028	0.0229248	0.108683	0.0170688	0.0199902	0.00424519	0.00263328	0.0174032	0.0337555	0.0119608	0.0116391	0.0543507	0.0104989	0.257066	0.136167	0.0315126	0.0579064	0.114599	0.0225583	0.00900725	0.0489843	0.00704656	0.128609	0.871391	1.178091
5976	-31.23128	-48.46762	17.23635	0.33795	0.0703241	0.0217852	0.0738448	0.104634	0.0362045	0.136284	0.207554	0.00513042	0.059635	0.0823886	0.0982583	0.187145	0.024384	0.030526	0.0624034	0.00729628	0.00819212	0.0588798	0.0287087	0.18246	1.01844	0.993852	0.8780963	1.121904	0.44092	0.670739	0.882852	1.13269	1.49089	2.26799	0.5921154	1.277655	0.341581	0.185281	0.0385551	0.0119437	0.0404853	0.0573653	0.0198491	0.0747178	0.113791	0.00281275	0.0326948	0.0451694	0.05387	0.102602	0.0133685	0.0167359	0.0342126	0.00400017	0.00449132	0.0322808	0.0157395	0.100034	0.560952	0.439048	1.82399
6012	-35.90661	-51.39501	15.4884	0.200754	0.0670306	0.0103324	0.0317352	0.0878339	0.0240828	0.00539786	0.0809292	0.0360121	0.0385874	0.112541	0.00166096	0.0150471	0.0630174	0.0258208	0.275382	0.00604125	0.0314604	0.304959	0.10461	0.236851	1.38793	0.87069	0.3597496	1.64025	0.479001	0.698392	0.89405	1.11851	1.43186	2.08768	0.5322164	4.559422	0.531353	0.114059	0.0380837	0.00587038	0.0180305	0.0499032	0.0136827	0.00306682	0.0459802	0.0204604	0.0219236	0.0639406	0.000943683	0.00854909	0.0358036	0.0146702	0.156459	0.00343236	0.0178744	0.173264	0.0594344	0.134568	0.820125	0.179875	1.760086
6048	-27.85296	-44.60908	16.75612	0.0707073	0.226011	0.0208284	0.0432556	0.131925	0.0859674	0.0899491	0.0456254	0.0207094	0.00468929	0.146786	0.137008	0.0536747	0.0179149	0.0235225	0.0249884	0.158171	0.0560561	0.0289712	0.0107412	0.31015	2.25662	0.581127	0.908345	1.091655	0.862101	0.93019	0.977676	1.02283	1.07505	1.15996	0.1072913	1.201807	1.294393	0.0414062	0.132352	0.0121971	0.0253305	0.077255	0.0503425	0.0526742	0.0267182	0.0121274	0.00274604	0.0859577	0.0802321	0.0314319	0.010491	0.0137748	0.0146332	0.0926251	0.0328265	0.0169655	0.00629003	0.181623	0.545828	0.454172	1.707651
6084	-31.35947	-47.27113	15.91166	0.00718445	0.295316	0.0238421	0.0116052	0.0314881	0.0293678	0.00284814	0.00636286	0.016786	0.00395385	0.616828	0.107467	0.00976403	0.0394518	0.150908	0.0564765	0.0432571	0.0987381	0.0221238	0.0229144	0.243483	1.97082	0.676394	0.6623142	1.337686	0.514711	0.723317	0.903885	1.10634	1.38252	1.94284	0.4802255	2.019715	0.9712388	0.00390424	0.160483	0.0129565	0.00630662	0.0171115	0.0159593	0.00154776	0.00345777	0.00912203	0.00214864	0.335202	0.0584008	0.00530606	0.0214393	0.0820077	0.030691	0.0235072	0.0536572	0.0120227	0.0124524	0.132316	0.668843	0.331157	1.840165
6120	-32.04245	-47.35792	15.31547	0.162813	0.03272	0.00412501	0.00977486	0.0149652	0.0487594	3.60447e-05	0.00409632	0.0461411	0.0350823	0.0135151	0.0280578	0.00443679	0.040715	0.0260481	0.00767012	0.0189927	0.00148959	0.0415665	0.0108782	0.137299	3.21458	0.261807	1.270302	0.7296977	0.0637536	0.261188	0.65781	1.5202	3.82865	15.6854	1.990414	0.5744284	4.092806	0.236241	0.0474765	0.00598537	0.0141833	0.0217145	0.0707497	5.23006e-05	0.00594374	0.0669505	0.0509043	0.0196103	0.0407118	0.00643776	0.0590773	0.0377957	0.0111293	0.0275583	0.00216138	0.0603128	0.0157843	0.19922	0.364849	0.635151	0.6891822
6156	-39.55394	-57.16434	17.6104	0.185271	0.0136126	0.0138104	0.00502013	0.0187215	0.0142335	0.0525244	0.0333428	0.0741253	0.0135906	0.0277306	0.0057743	0.0339933	0.0272956	0.00229827	0.0483339	0.0142645	0.000323448	0.0244291	0.0224359	0.149531	0.535005	1.155	0.8024441	1.197556	0.084095	0.298956	0.686119	1.45747	3.34497	11.8913	1.790179	1.492385	0.1544027	0.237326	0.0174372	0.0176906	0.0064306	0.0239816	0.0182326	0.0672818	0.042711	0.0949519	0.0174091	0.0355218	0.00739667	0.0435441	0.0349647	0.002944	0.061914	0.0182723	0.000414325	0.0312928	0.0287396	0.191543	0.598778	0.401222	0.7806622
6192	-33.38358	-51.71075	18.32717	0.0175656	0.166414	0.0309287	0.00712185	0.0788996	0.102065	0.087649	0.0122069	0.0689388	0.000217759	0.0502499	0.00804036	0.0376048	0.0225132	0.0580188	0.00814973	0.00651518	0.0213893	0.0180756	0.071799	0.0764408	2.40388	0.532039	1.632012	0.3679884	0.379545	0.623456	0.862945	1.15882	1.60396	2.63473	0.7004953	0.2254815	1.50608	0.0184744	0.175024	0.0325291	0.00749035	0.082982	0.107346	0.0921841	0.0128385	0.0725058	0.000229026	0.0528499	0.00845638	0.0395506	0.023678	0.0610207	0.00857141	0.00685229	0.022496	0.0190108	0.075514	0.0803959	0.183994	0.816006	0.9508037
6228	-30.16234	-51.10759	20.94525	0.0424466	0.264155	0.0115581	0.0988583	0.0795747	0.0385712	0.00025798	0.0203841	0.0214786	0.0116917	0.0617672	0.0251929	0.051777	0.0533404	0.0443876	0.000720967	0.034255	0.0251559	0.00772879	0.0209427	0.0372781	0.67777	1.10741	1.871461	0.1285391	0.611719	0.786866	0.927947	1.07765	1.27086	1.63474	0.3553754	0.06868384	0.2040104	0.0446092	0.277613	0.0121469	0.103895	0.0836288	0.0405363	0.000271123	0.0214226	0.0225729	0.0122873	0.0649141	0.0264764	0.0544149	0.0560579	0.046649	0.000757698	0.0360002	0.0264376	0.00812255	0.0220097	0.0391773	0.0642696	0.93573	0.9515226
6264	-31.46189	-47.99309	16.5312	0.0106988	0.0930065	0.0179846	0.0579155	0.0124736	0.0170479	0.00254795	0.102574	0.0164098	0.0125621	0.0903567	0.0256382	0.0432354	0.0205523	0.126338	0.0132292	0.129158	0.164021	0.0260575	0.00158705	0.0587663	2.27178	0.576074	0.7985987	1.201401	0.283394	0.540667	0.825427	1.21149	1.84957	3.52866	0.91173	1.504387	1.314518	0.010266	0.0892439	0.017257	0.0555725	0.011969	0.0163582	0.00244487	0.0984247	0.0157459	0.0120539	0.0867013	0.024601	0.0414863	0.0197209	0.121227	0.0126941	0.123933	0.157385	0.0250033	0.00152285	0.0563889	0.600701	0.399299	1.04216
6300	-33.82448	-49.55642	15.73194	0.0155658	0.31393	0.0274673	0.074346	0.145004	0.0691788	0.0296898	0.0204583	0.00391832	0.0256241	0.163402	0.061221	0.0661707	0.125137	0.142974	0.0054263	0.083038	0.186608	0.0276617	0.257038	0.135634	0.99308	1.00231	0.6024432	1.397557	0.186476	0.44084	0.774501	1.29115	2.2684	5.36262	1.21436	2.319815	0.3302648	0.00786353	0.158591	0.0138759	0.0375581	0.073253	0.0349478	0.0149987	0.0103351	0.00197946	0.0129448	0.0825475	0.0309276	0.0334281	0.0632167	0.0722276	0.00274126	0.0419491	0.0942704	0.0139741	0.129851	0.0685196	0.698778	0.301222	1.979493
6336	-33.68116	-50.34422	16.66307	0.0674832	0.157406	0.0181329	0.0445354	0.0474434	0.00630013	0.017262	0.0153341	0.0150996	0.00380491	0.0154683	0.0187088	0.063945	0.0654396	0.0617012	0.118107	0.0034143	0.0682992	0.0165138	0.0279675	0.00893681	1.11139	0.962871	1.073436	0.9265642	0.0256562	0.167556	0.572732	1.74602	5.96817	38.977	2.648581	0.8631762	0.3847478	0.0783501	0.182753	0.0210529	0.051707	0.0550832	0.00731464	0.0200417	0.0178034	0.017531	0.00441762	0.0179592	0.0217214	0.074242	0.0759774	0.071637	0.137126	0.0039641	0.0792974	0.019173	0.0324711	0.0103759	0.463282	0.536718	0.8613039
6372	-43.08752	-57.06852	13.98101	0.0438177	0.020006	0.0165858	0.00829459	0.0261835	0.0432341	0.00503255	0.0118133	0.00219297	0.0245527	0.0283406	0.00898588	0.0204158	0.0113911	0.0095103	0.0138955	0.00497858	0.0236823	0.0218409	0.0702796	0.0358437	2.66068	0.446438	0.4679682	1.532032	0.0356063	0.196597	0.602017	1.66108	5.08656	28.0849	2.411602	3.273795	1.986601	0.0971832	0.0443713	0.0367856	0.0183966	0.0580723	0.0958888	0.0111617	0.0262006	0.00486378	0.0544555	0.0628566	0.0199298	0.0452801	0.0252643	0.0210929	0.0308188	0.011042	0.0525249	0.0484408	0.155873	0.0794977	0.766016	0.233984	0.4508772
6408	-37.9358	-50.32453	12.38873	0.108244	0.030224	0.00317412	0.000566001	0.0258073	0.148167	0.000165543	0.0039013	0.138438	0.0133395	0.0324181	0.0281405	0.104034	0.0111361	0.095329	0.0100647	0.0057594	0.026204	0.0920652	0.00811622	0.103632	3.20312	0.265628	0.2779454	1.722055	0.0676474	0.26885	0.66377	1.50655	3.71954	14.7825	1.947547	6.195657	4.019554	0.109456	0.0305625	0.00320966	0.000572338	0.0260962	0.149826	0.000167397	0.00394499	0.139988	0.0134888	0.0327811	0.0284556	0.105199	0.0112608	0.0963964	0.0101774	0.00582389	0.0264974	0.0930961	0.0082071	0.104793	0.861027	0.138973	0.9889266
6444	-33.63715	-46.37215	12.735	0.0299934	0.023351	0.00212673	0.00640835	0.00602607	0.0211694	0.000121854	0.000710921	0.00515928	0.00235849	0.0771827	0.016746	0.0358365	0.00630473	0.033557	0.00165771	0.00286485	0.00679845	0.00757272	0.0350839	0.121493	3.65273	0.115756	0.9036281	1.096372	0.0306754	0.182812	0.588517	1.69919	5.47011	32.5994	2.519384	1.2133	10.51851	0.067778	0.0527678	0.00480592	0.0144814	0.0136175	0.0478378	0.000275362	0.00160652	0.0116588	0.00532964	0.174415	0.037842	0.0809822	0.0142472	0.075831	0.00374604	0.00647389	0.0153629	0.0171126	0.0792815	0.274547	0.548186	0.451814	0.4425233
6480	-33.2342	-49.33051	16.09631	0.0770991	0.0158739	0.0325986	0.0122196	0.0653083	0.00105131	0.0201379	0.0229174	0.0141059	0.012818	0.0209488	0.00474856	0.010806	0.00320259	0.0253915	0.00346839	0.00248869	0.10714	0.0291565	0.0626634	0.016106	2.48105	0.506318	0.8535928	1.146407	0.113202	0.34559	0.71786	1.39303	2.8936	8.83379	1.575267	1.343038	1.633392	0.137615	0.0283335	0.0581857	0.0218109	0.11657	0.0018765	0.0359444	0.0409056	0.0251778	0.022879	0.0373918	0.00847578	0.0192879	0.00571635	0.0453217	0.00619079	0.0044421	0.191236	0.0520419	0.111849	0.0287478	0.573204	0.426796	0.5602505
6516	-40.20303	-56.62351	16.42048	0.00605696	0.0463099	0.0237698	0.0550521	0.0584761	0.205886	0.110953	0.0767993	0.00613344	0.0374743	0.204578	0.0891157	0.018956	0.00421052	0.0105654	0.080119	0.0435212	0.0247179	0.045366	0.0475384	0.269851	0.151451	1.28285	0.2015695	1.798431	0.600778	0.77997	0.925402	1.08061	1.2821	1.66451	0.3684257	8.922138	0.03935278	0.00413317	0.0316011	0.0162201	0.0375666	0.0399031	0.140493	0.0757125	0.0524066	0.00418536	0.0255718	0.139601	0.0608112	0.0129353	0.00287319	0.00720965	0.0546719	0.0296982	0.0168671	0.030957	0.0324395	0.184142	0.899215	0.100785	1.46545
6552	-29.46333	-46.5034	17.04007	0.032017	0.0472177	0.00610094	0.0103513	0.194813	0.0118585	0.0379756	0.0136242	0.0329485	0.0227546	0.0719882	0.0381483	0.0433487	0.131335	0.0755625	0.0228852	0.00508642	0.000566476	0.111614	0.127524	0.0100728	2.77873	0.40709	1.240019	0.7599807	0.400254	0.63982	0.869949	1.14949	1.56294	2.49841	0.6620825	0.6128781	2.275281	0.0305566	0.045064	0.00582266	0.00987911	0.185927	0.0113176	0.0362434	0.0130027	0.0314456	0.0217167	0.0687046	0.0364083	0.0413714	0.125344	0.0721159	0.0218413	0.00485441	0.000540637	0.106523	0.121708	0.00961331	0.37999	0.62001	1.047793
6588	-32.44595	-48.00621	15.56026	0.0938174	0.0403462	0.00476626	0.0477682	0.0302052	0.0170794	0.00456369	0.0259597	0.0165855	0.00925342	0.0324833	0.002178	0.0157405	0.0333951	0.00232116	0.0951081	0.0119906	0.00287005	0.0135098	0.0583769	0.00178597	2.58847	0.470509	0.7231426	1.276857	0.0984001	0.322761	0.702716	1.42305	3.09827	10.1626	1.676589	1.765706	1.83381	0.1675	0.0720334	0.00850958	0.0852845	0.0539277	0.0304932	0.00814793	0.046348	0.0296115	0.0165209	0.0579951	0.00388856	0.0281028	0.0596229	0.00414416	0.169804	0.0214079	0.00512413	0.0241202	0.104225	0.00318864	0.638429	0.361571	0.5601045
6624	-29.07266	-47.61505	18.54239	0.0831462	0.0968636	0.0266524	0.0110575	0.0382669	0.00588481	0.00299618	0.0257809	0.00874328	0.00684053	0.0119767	0.0267654	0.074412	0.000112296	0.0565847	0.0107576	0.165237	0.00778386	0.0762672	0.0435986	0.023368	0.132385	1.28921	0.635793	1.364207	0.270668	0.528687	0.819677	1.21999	1.89148	3.69456	0.9449506	2.145678	0.03422907	0.103532	0.120613	0.0331871	0.0137686	0.0476493	0.00732766	0.0037308	0.0321019	0.010887	0.00851771	0.0149132	0.0333277	0.0926564	0.000139829	0.0704583	0.0133952	0.20575	0.00969232	0.0949665	0.0542882	0.0290975	0.682104	0.317896	0.8030955
6660	-36.69847	-54.41939	17.72092	0.0447897	0.041698	0.00499398	0.0699351	0.0608382	0.0136588	0.0531409	0.083806	0.00962894	0.00318547	0.0269633	0.0210357	0.000379121	0.0600241	0.0420871	0.00189915	0.0810215	0.0476603	0.0307795	0.136973	0.0259383	0.233499	1.2555	0.7579925	1.242008	0.0726679	0.278403	0.67104	1.49022	3.59192	13.7612	1.895783	1.638549	0.06199351	0.0520546	0.0484615	0.00580401	0.0812787	0.0707063	0.0158743	0.0617605	0.0973995	0.0111908	0.00370215	0.0313368	0.0244478	0.000440615	0.0697601	0.0489137	0.00220719	0.0941634	0.0553909	0.035772	0.15919	0.0301455	0.621004	0.378996	0.8604361
6696	-37.90363	-53.5927	15.68907	0.182906	0.147629	0.0192105	0.0643777	0.0760119	0.222439	0.0075913	0.105706	0.0384546	0.0150057	0.0139095	0.042193	0.00109584	0.00730865	0.0324986	0.00748828	0.0439217	0.0408379	0.0562856	0.0421523	0.0187879	2.80482	0.398394	0.8631297	1.13687	0.224931	0.483051	0.796914	1.25484	2.07018	4.44581	1.078791	1.317149	2.34677	0.154245	0.124496	0.0162003	0.0542899	0.0641012	0.187584	0.00640177	0.0891427	0.0324289	0.0126544	0.0117299	0.0355815	0.000924123	0.00616341	0.0274062	0.0063149	0.0370394	0.0344387	0.0474659	0.0355472	0.0158439	0.568435	0.431565	1.185812
6732	-36.00245	-53.0242	17.02175	0.0195634	0.00901121	0.0202188	0.0107289	0.0648392	0.00147506	0.0333569	0.0758134	0.0513354	0.0251274	0.0592708	0.0662033	0.116637	0.0382966	0.0819422	0.064351	0.0443031	0.0879656	0.0178337	0.0264714	0.0772793	2.1213	0.626232	1.337022	0.6629784	0.095153	0.317522	0.699138	1.43033	3.14939	10.5094	1.700853	0.4958621	1.129136	0.0197207	0.00908366	0.0203813	0.0108151	0.0653605	0.00148692	0.0336251	0.076423	0.0517482	0.0253295	0.0597474	0.0667356	0.117575	0.0386045	0.0826011	0.0648684	0.0446593	0.0886729	0.0179771	0.0266843	0.0779007	0.331489	0.668511	0.9920234
6768	-44.67869	-59.07548	14.39679	0.0390074	0.0411432	0.0379519	0.017702	0.0579568	0.00324731	0.00730846	0.0333638	0.0139994	0.0093835	0.0289126	0.00209475	0.0206399	0.074318	0.0528812	0.0427536	0.014576	0.0550772	0.00934744	0.0356063	0.0214723	2.19412	0.60196	1.026545	0.9734555	0.00431886	0.0702689	0.436728	2.28975	14.231	231.543	3.936939	0.9482838	1.214988	0.063043	0.0664947	0.0613371	0.0286095	0.0936686	0.00524824	0.0118118	0.0539218	0.0226255	0.0151654	0.046728	0.0033855	0.0333578	0.120111	0.0854655	0.0690976	0.0235574	0.0890147	0.0151071	0.0575462	0.0347032	0.486728	0.513272	0.6187429
6804	-26.8754	-44.51015	17.63475	0.0663679	0.0806435	0.0256134	0.0503249	0.0748759	0.0411953	0.0137739	0.0178276	0.124939	0.00594685	0.13723	0.010289	0.0468996	0.0307252	0.00654508	0.121231	0.0985723	0.000451541	0.00470321	0.00230883	0.163596	0.845722	1.05143	0.5673414	1.432659	0.502051	0.714585	0.900466	1.11054	1.39941	1.99183	0.4982335	2.525214	0.268119	0.059043	0.071743	0.0227865	0.0447706	0.066612	0.0366487	0.0122537	0.01586	0.11115	0.00529051	0.122084	0.00915341	0.0417234	0.0273341	0.00582272	0.107851	0.0876931	0.000401705	0.00418413	0.00205401	0.14554	0.716329	0.283671	1.12406
6840	-33.33663	-52.12757	18.79094	0.0218983	0.116656	0.119807	0.00268284	0.0490099	0.00150817	0.0497543	0.101874	0.139342	0.149975	0.114569	0.136442	0.00206962	0.013756	0.000346541	0.157882	0.0632257	0.000227058	0.0774465	0.0112843	0.00273404	1.02822	0.990593	1.382027	0.6179735	0.393956	0.634891	0.867852	1.15227	1.57507	2.53835	0.6735498	0.4471502	0.3459958	0.0164342	0.0875472	0.0899118	0.00201341	0.0367807	0.00113184	0.0373393	0.0764541	0.104573	0.112552	0.0859813	0.102396	0.0015532	0.0103235	0.00026007	0.118486	0.0474493	0.000170402	0.0581216	0.00846859	0.00205183	0.308987	0.691013	1.33249
6876	-32.32967	-49.99703	17.66737	0.212298	0.0549824	0.00559653	0.00771435	0.0430107	0.00335254	0.0448783	0.0122587	0.0073542	0.014892	0.0267697	0.0811117	0.0940529	0.0877726	0.050237	0.0242418	0.030308	0.0305133	0.00406258	0.00331705	0.0247039	0.514492	1.16184	0.4717613	1.528239	0.347393	0.597114	0.851401	1.17454	1.67472	2.87858	0.7644993	3.239432	0.1476088	0.245878	0.0636792	0.00648175	0.00893455	0.0498138	0.00388282	0.0519768	0.0141977	0.00851744	0.0172475	0.031004	0.0939415	0.10893	0.101656	0.0581832	0.0280763	0.0351019	0.0353397	0.00470517	0.00384172	0.0286114	0.764119	0.235881	0.8634284
6912	-26.5143	-46.52002	20.00572	0.0412245	0.0488309	0.0075748	0.0134204	0.0588347	0.0259577	0.0020989	0.00367154	0.0344004	0.0294577	0.0437742	0.0256967	0.0928388	0.0231599	0.0132293	0.0307632	0.0218361	0.0486165	0.0197361	0.0223137	0.0228975	0.79623	1.06792	1.722602	0.2773984	0.240857	0.499439	0.805253	1.24185	2.00225	4.15184	1.029326	0.1610345	0.2485291	0.0654011	0.0774684	0.0120171	0.0212909	0.0933391	0.0411808	0.00332983	0.00582476	0.0545749	0.0467335	0.0694461	0.0407668	0.147285	0.0367423	0.0209877	0.0488046	0.0346421	0.0771282	0.0313105	0.0353999	0.036326	0.138699	0.861301	0.6303332
6948	-28.50733	-47.98835	19.48101	0.0407861	0.156605	0.00896902	0.0498341	0.158717	0.0201611	0.0119497	0.0709129	0.00726659	0.0560988	0.035639	0.0583535	0.0795226	0.056272	0.13607	0.0362665	0.0327782	0.0908559	0.0501023	0.0734234	0.142494	1.10238	0.965872	1.633211	0.3667889	0.614362	0.788522	0.928556	1.07694	1.26819	1.6277	0.3522581	0.2245814	0.3804448	0.0297042	0.114054	0.00653206	0.0362937	0.115592	0.0146832	0.00870287	0.0516453	0.0052922	0.0408562	0.0259556	0.0424984	0.0579156	0.0409824	0.0990986	0.0264126	0.0238721	0.0661696	0.0364891	0.0534736	0.103777	0.183394	0.816606	1.373077
6984	-27.58893	-44.82413	17.23519	0.0107314	0.155516	0.00657782	0.0870203	0.0666179	0.00314181	0.0314184	0.168308	0.014136	0.128611	0.147741	0.0648711	0.0676611	0.0400835	0.298472	0.0198079	0.00958173	0.0533502	0.106581	0.34258	0.0804758	2.12529	0.624903	1.218003	0.7819971	0.881773	0.940482	0.981038	1.01933	1.06328	1.13408	0.09097667	0.6420322	1.133664	0.00563837	0.0817094	0.00345604	0.0457211	0.0350015	0.00165073	0.0165074	0.0884301	0.00742715	0.0675732	0.0776244	0.0340838	0.0355496	0.0210602	0.156819	0.0104072	0.00503431	0.0280306	0.0559985	0.179994	0.0422826	0.390999	0.609001	1.903284
